state loaded in 344s
resume: 1136210 orbits, 31724 expanded, 326 skipped, 1104160 queued; tight range 30..10845; workers 207
tight=46: 59 neighbors, +1 orbits, total 1136388, expanded 31762
tight=44: 105 neighbors, +0 orbits, total 1136388, expanded 31763
tight=46: 65 neighbors, +0 orbits, total 1136388, expanded 31764
tight=38: 100 neighbors, +27 orbits, total 1136415, expanded 31765
tight=43: 178 neighbors, +19 orbits, total 1136434, expanded 31766
tight=44: 133 neighbors, +27 orbits, total 1136461, expanded 31767
tight=42: 135 neighbors, +15 orbits, total 1136476, expanded 31768
tight=45: 92 neighbors, +15 orbits, total 1136491, expanded 31769
tight=47: 94 neighbors, +11 orbits, total 1136502, expanded 31770
tight=47: 73 neighbors, +1 orbits, total 1136503, expanded 31771
tight=47: 118 neighbors, +14 orbits, total 1136517, expanded 31772
tight=39: 217 neighbors, +17 orbits, total 1136534, expanded 31773
tight=51: 85 neighbors, +9 orbits, total 1136543, expanded 31774
tight=36: 157 neighbors, +18 orbits, total 1136561, expanded 31775
tight=49: 81 neighbors, +11 orbits, total 1136572, expanded 31776
tight=49: 54 neighbors, +2 orbits, total 1136574, expanded 31777
tight=48: 79 neighbors, +6 orbits, total 1136580, expanded 31778
tight=47: 117 neighbors, +18 orbits, total 1136598, expanded 31779
tight=48: 101 neighbors, +3 orbits, total 1136601, expanded 31780
tight=50: 81 neighbors, +4 orbits, total 1136605, expanded 31781
tight=45: 192 neighbors, +94 orbits, total 1136699, expanded 31782
tight=47: 190 neighbors, +32 orbits, total 1136731, expanded 31783
tight=64: 76 neighbors, +1 orbits, total 1136732, expanded 31784
tight=51: 69 neighbors, +3 orbits, total 1136735, expanded 31785
tight=51: 93 neighbors, +6 orbits, total 1136741, expanded 31786
tight=47: 98 neighbors, +22 orbits, total 1136763, expanded 31787
tight=45: 233 neighbors, +83 orbits, total 1136846, expanded 31788
tight=46: 205 neighbors, +27 orbits, total 1136873, expanded 31789
tight=51: 141 neighbors, +21 orbits, total 1136894, expanded 31790
tight=50: 124 neighbors, +30 orbits, total 1136924, expanded 31791
tight=52: 110 neighbors, +7 orbits, total 1136931, expanded 31792
tight=51: 86 neighbors, +2 orbits, total 1136933, expanded 31793
tight=58: 267 neighbors, +25 orbits, total 1136958, expanded 31794
tight=46: 262 neighbors, +7 orbits, total 1136965, expanded 31795
tight=46: 240 neighbors, +91 orbits, total 1137056, expanded 31796
tight=54: 74 neighbors, +0 orbits, total 1137056, expanded 31797
tight=46: 129 neighbors, +33 orbits, total 1137089, expanded 31798
tight=49: 125 neighbors, +4 orbits, total 1137093, expanded 31799
tight=44: 378 neighbors, +48 orbits, total 1137141, expanded 31800
tight=51: 234 neighbors, +11 orbits, total 1137152, expanded 31801
tight=50: 160 neighbors, +29 orbits, total 1137181, expanded 31802
tight=54: 57 neighbors, +0 orbits, total 1137181, expanded 31803
tight=52: 134 neighbors, +3 orbits, total 1137184, expanded 31804
tight=53: 198 neighbors, +18 orbits, total 1137202, expanded 31805
tight=47: 311 neighbors, +16 orbits, total 1137218, expanded 31806
tight=51: 368 neighbors, +67 orbits, total 1137285, expanded 31807
tight=51: 281 neighbors, +78 orbits, total 1137363, expanded 31808
tight=40: 419 neighbors, +128 orbits, total 1137491, expanded 31809
tight=47: 251 neighbors, +43 orbits, total 1137534, expanded 31810
tight=50: 270 neighbors, +104 orbits, total 1137638, expanded 31811
tight=55: 131 neighbors, +43 orbits, total 1137681, expanded 31812
tight=55: 98 neighbors, +11 orbits, total 1137692, expanded 31813
tight=52: 340 neighbors, +62 orbits, total 1137754, expanded 31814
tight=53: 330 neighbors, +121 orbits, total 1137875, expanded 31815
tight=60: 329 neighbors, +111 orbits, total 1137986, expanded 31816
tight=51: 366 neighbors, +120 orbits, total 1138106, expanded 31817
tight=60: 175 neighbors, +22 orbits, total 1138128, expanded 31818
tight=54: 187 neighbors, +37 orbits, total 1138165, expanded 31819
tight=55: 244 neighbors, +67 orbits, total 1138232, expanded 31820
tight=55: 360 neighbors, +50 orbits, total 1138282, expanded 31821
tight=60: 170 neighbors, +2 orbits, total 1138284, expanded 31822
tight=62: 359 neighbors, +86 orbits, total 1138370, expanded 31823
tight=50: 445 neighbors, +174 orbits, total 1138544, expanded 31824
tight=60: 209 neighbors, +1 orbits, total 1138545, expanded 31825
tight=52: 204 neighbors, +70 orbits, total 1138615, expanded 31826
tight=58: 207 neighbors, +17 orbits, total 1138632, expanded 31827
tight=61: 157 neighbors, +31 orbits, total 1138663, expanded 31828
tight=56: 128 neighbors, +10 orbits, total 1138673, expanded 31829
tight=48: 598 neighbors, +113 orbits, total 1138786, expanded 31830
tight=63: 246 neighbors, +44 orbits, total 1138830, expanded 31831
tight=47: 635 neighbors, +343 orbits, total 1139173, expanded 31832
tight=57: 86 neighbors, +3 orbits, total 1139176, expanded 31833
tight=56: 299 neighbors, +81 orbits, total 1139257, expanded 31834
tight=56: 195 neighbors, +122 orbits, total 1139379, expanded 31835
tight=53: 311 neighbors, +76 orbits, total 1139455, expanded 31836
tight=58: 168 neighbors, +3 orbits, total 1139458, expanded 31837
tight=59: 77 neighbors, +1 orbits, total 1139459, expanded 31838
tight=52: 991 neighbors, +286 orbits, total 1139745, expanded 31839
tight=39: 992 neighbors, +244 orbits, total 1139989, expanded 31840
tight=46: 727 neighbors, +394 orbits, total 1140383, expanded 31841
tight=61: 486 neighbors, +130 orbits, total 1140513, expanded 31842
tight=52: 416 neighbors, +203 orbits, total 1140716, expanded 31843
tight=59: 73 neighbors, +1 orbits, total 1140717, expanded 31844
tight=55: 492 neighbors, +71 orbits, total 1140788, expanded 31845
tight=49: 991 neighbors, +250 orbits, total 1141038, expanded 31846
tight=58: 198 neighbors, +61 orbits, total 1141099, expanded 31847
tight=81: 323 neighbors, +94 orbits, total 1141193, expanded 31848
tight=63: 457 neighbors, +110 orbits, total 1141303, expanded 31849
tight=47: 697 neighbors, +439 orbits, total 1141742, expanded 31850
tight=59: 95 neighbors, +6 orbits, total 1141748, expanded 31851
tight=65: 326 neighbors, +59 orbits, total 1141807, expanded 31852
tight=60: 101 neighbors, +12 orbits, total 1141819, expanded 31853
tight=59: 152 neighbors, +15 orbits, total 1141834, expanded 31854
tight=52: 378 neighbors, +234 orbits, total 1142068, expanded 31855
tight=52: 184 neighbors, +55 orbits, total 1142123, expanded 31856
tight=51: 565 neighbors, +43 orbits, total 1142166, expanded 31857
tight=62: 74 neighbors, +0 orbits, total 1142166, expanded 31858
tight=61: 130 neighbors, +45 orbits, total 1142211, expanded 31859
tight=55: 248 neighbors, +87 orbits, total 1142298, expanded 31860
tight=68: 135 neighbors, +51 orbits, total 1142349, expanded 31861
tight=60: 156 neighbors, +16 orbits, total 1142365, expanded 31862
tight=54: 339 neighbors, +80 orbits, total 1142445, expanded 31863
tight=57: 472 neighbors, +125 orbits, total 1142570, expanded 31864
tight=53: 398 neighbors, +170 orbits, total 1142740, expanded 31865
tight=62: 160 neighbors, +56 orbits, total 1142796, expanded 31866
tight=63: 106 neighbors, +0 orbits, total 1142796, expanded 31867
tight=59: 343 neighbors, +119 orbits, total 1142915, expanded 31868
tight=58: 486 neighbors, +175 orbits, total 1143090, expanded 31869
tight=58: 208 neighbors, +68 orbits, total 1143158, expanded 31870
tight=60: 309 neighbors, +131 orbits, total 1143289, expanded 31871
tight=54: 351 neighbors, +76 orbits, total 1143365, expanded 31872
tight=48: 856 neighbors, +436 orbits, total 1143801, expanded 31873
tight=54: 208 neighbors, +76 orbits, total 1143877, expanded 31874
tight=52: 213 neighbors, +34 orbits, total 1143911, expanded 31875
tight=63: 95 neighbors, +5 orbits, total 1143916, expanded 31876
tight=60: 324 neighbors, +48 orbits, total 1143964, expanded 31877
tight=61: 192 neighbors, +60 orbits, total 1144024, expanded 31878
tight=57: 367 neighbors, +52 orbits, total 1144076, expanded 31879
tight=44: 1456 neighbors, +906 orbits, total 1144982, expanded 31880
tight=87: 408 neighbors, +138 orbits, total 1145120, expanded 31881
tight=63: 235 neighbors, +64 orbits, total 1145184, expanded 31882
tight=59: 121 neighbors, +9 orbits, total 1145193, expanded 31883
tight=57: 559 neighbors, +161 orbits, total 1145354, expanded 31884
tight=70: 505 neighbors, +72 orbits, total 1145426, expanded 31885
tight=56: 935 neighbors, +418 orbits, total 1145844, expanded 31886
tight=55: 1550 neighbors, +905 orbits, total 1146749, expanded 31887
tight=64: 267 neighbors, +96 orbits, total 1146845, expanded 31888
tight=64: 156 neighbors, +70 orbits, total 1146915, expanded 31889
tight=65: 49 neighbors, +5 orbits, total 1146920, expanded 31890
tight=60: 313 neighbors, +70 orbits, total 1146990, expanded 31891
tight=63: 202 neighbors, +38 orbits, total 1147028, expanded 31892
tight=58: 867 neighbors, +528 orbits, total 1147556, expanded 31893
tight=62: 392 neighbors, +193 orbits, total 1147749, expanded 31894
tight=59: 767 neighbors, +459 orbits, total 1148208, expanded 31895
tight=63: 450 neighbors, +111 orbits, total 1148319, expanded 31896
tight=60: 691 neighbors, +124 orbits, total 1148443, expanded 31897
tight=62: 307 neighbors, +20 orbits, total 1148463, expanded 31898
tight=59: 1347 neighbors, +621 orbits, total 1149084, expanded 31899
tight=60: 173 neighbors, +61 orbits, total 1149145, expanded 31900
tight=53: 903 neighbors, +405 orbits, total 1149550, expanded 31901
tight=59: 295 neighbors, +73 orbits, total 1149623, expanded 31902
tight=48: 1025 neighbors, +598 orbits, total 1150221, expanded 31903
tight=54: 111 neighbors, +32 orbits, total 1150253, expanded 31904
tight=63: 269 neighbors, +52 orbits, total 1150305, expanded 31905
tight=65: 269 neighbors, +5 orbits, total 1150310, expanded 31906
tight=62: 777 neighbors, +219 orbits, total 1150529, expanded 31907
tight=54: 1034 neighbors, +475 orbits, total 1151004, expanded 31908
tight=63: 237 neighbors, +62 orbits, total 1151066, expanded 31909
tight=64: 587 neighbors, +255 orbits, total 1151321, expanded 31910
tight=55: 1145 neighbors, +641 orbits, total 1151962, expanded 31911
tight=107: 426 neighbors, +108 orbits, total 1152070, expanded 31912
tight=61: 1506 neighbors, +465 orbits, total 1152535, expanded 31913
tight=69: 586 neighbors, +260 orbits, total 1152795, expanded 31914
tight=64: 87 neighbors, +7 orbits, total 1152802, expanded 31915
tight=46: 2402 neighbors, +1324 orbits, total 1154126, expanded 31916
tight=64: 723 neighbors, +255 orbits, total 1154381, expanded 31917
tight=43: 2916 neighbors, +639 orbits, total 1155020, expanded 31918
tight=43: 3124 neighbors, +711 orbits, total 1155731, expanded 31919
tight=55: 1245 neighbors, +241 orbits, total 1155972, expanded 31920
tight=63: 406 neighbors, +171 orbits, total 1156143, expanded 31921
tight=61: 837 neighbors, +67 orbits, total 1156210, expanded 31922
tight=72: 370 neighbors, +36 orbits, total 1156246, expanded 31923
tight=67: 607 neighbors, +238 orbits, total 1156484, expanded 31924
tight=65: 184 neighbors, +10 orbits, total 1156494, expanded 31925
tight=69: 222 neighbors, +37 orbits, total 1156531, expanded 31926
tight=49: 3556 neighbors, +906 orbits, total 1157437, expanded 31927
tight=72: 759 neighbors, +504 orbits, total 1157941, expanded 31928
tight=65: 503 neighbors, +334 orbits, total 1158275, expanded 31929
tight=65: 301 neighbors, +128 orbits, total 1158403, expanded 31930
tight=69: 344 neighbors, +169 orbits, total 1158572, expanded 31931
tight=59: 3185 neighbors, +1806 orbits, total 1160378, expanded 31932
tight=53: 1243 neighbors, +295 orbits, total 1160673, expanded 31933
tight=52: 2524 neighbors, +1487 orbits, total 1162160, expanded 31934
tight=60: 2162 neighbors, +631 orbits, total 1162791, expanded 31935
tight=66: 415 neighbors, +234 orbits, total 1163025, expanded 31936
tight=65: 437 neighbors, +190 orbits, total 1163215, expanded 31937
tight=71: 256 neighbors, +124 orbits, total 1163339, expanded 31938
tight=64: 419 neighbors, +109 orbits, total 1163448, expanded 31939
tight=63: 690 neighbors, +383 orbits, total 1163831, expanded 31940
tight=64: 1800 neighbors, +922 orbits, total 1164753, expanded 31941
tight=58: 130 neighbors, +12 orbits, total 1164765, expanded 31942
tight=67: 1316 neighbors, +510 orbits, total 1165275, expanded 31943
tight=72: 359 neighbors, +63 orbits, total 1165338, expanded 31944
tight=75: 172 neighbors, +22 orbits, total 1165360, expanded 31945
tight=66: 443 neighbors, +302 orbits, total 1165662, expanded 31946
tight=67: 783 neighbors, +247 orbits, total 1165909, expanded 31947
tight=78: 1078 neighbors, +373 orbits, total 1166282, expanded 31948
tight=64: 1625 neighbors, +455 orbits, total 1166737, expanded 31949
tight=63: 1530 neighbors, +389 orbits, total 1167126, expanded 31950
tight=69: 222 neighbors, +39 orbits, total 1167165, expanded 31951
tight=61: 1432 neighbors, +886 orbits, total 1168051, expanded 31952
tight=85: 511 neighbors, +164 orbits, total 1168215, expanded 31953
tight=59: 1775 neighbors, +970 orbits, total 1169185, expanded 31954
tight=74: 482 neighbors, +245 orbits, total 1169430, expanded 31955
tight=65: 986 neighbors, +88 orbits, total 1169518, expanded 31956
tight=72: 316 neighbors, +20 orbits, total 1169538, expanded 31957
tight=73: 539 neighbors, +170 orbits, total 1169708, expanded 31958
tight=66: 1634 neighbors, +492 orbits, total 1170200, expanded 31959
tight=73: 407 neighbors, +81 orbits, total 1170281, expanded 31960
tight=78: 246 neighbors, +37 orbits, total 1170318, expanded 31961
tight=70: 1762 neighbors, +594 orbits, total 1170912, expanded 31962
tight=64: 189 neighbors, +64 orbits, total 1170976, expanded 31963
tight=68: 445 neighbors, +236 orbits, total 1171212, expanded 31964
tight=70: 153 neighbors, +4 orbits, total 1171216, expanded 31965
tight=56: 4579 neighbors, +776 orbits, total 1171992, expanded 31966
tight=83: 86 neighbors, +2 orbits, total 1171994, expanded 31967
tight=67: 2120 neighbors, +1158 orbits, total 1173152, expanded 31968
tight=81: 89 neighbors, +12 orbits, total 1173164, expanded 31969
tight=65: 1532 neighbors, +783 orbits, total 1173947, expanded 31970
tight=63: 3520 neighbors, +1051 orbits, total 1174998, expanded 31971
tight=63: 2406 neighbors, +1262 orbits, total 1176260, expanded 31972
tight=66: 2376 neighbors, +1112 orbits, total 1177372, expanded 31973
tight=73: 695 neighbors, +177 orbits, total 1177549, expanded 31974
tight=68: 791 neighbors, +245 orbits, total 1177794, expanded 31975
tight=72: 153 neighbors, +6 orbits, total 1177800, expanded 31976
tight=72: 1206 neighbors, +341 orbits, total 1178141, expanded 31977
tight=77: 397 neighbors, +67 orbits, total 1178208, expanded 31978
tight=84: 363 neighbors, +62 orbits, total 1178270, expanded 31979
tight=66: 1503 neighbors, +280 orbits, total 1178550, expanded 31980
tight=72: 679 neighbors, +266 orbits, total 1178816, expanded 31981
tight=60: 4114 neighbors, +829 orbits, total 1179645, expanded 31982
tight=63: 851 neighbors, +163 orbits, total 1179808, expanded 31983
tight=67: 440 neighbors, +168 orbits, total 1179976, expanded 31984
tight=56: 5562 neighbors, +3547 orbits, total 1183523, expanded 31985
tight=76: 682 neighbors, +69 orbits, total 1183592, expanded 31986
tight=80: 640 neighbors, +481 orbits, total 1184073, expanded 31987
tight=97: 1494 neighbors, +74 orbits, total 1184147, expanded 31988
tight=54: 2684 neighbors, +1399 orbits, total 1185546, expanded 31989
tight=72: 931 neighbors, +362 orbits, total 1185908, expanded 31990
tight=67: 2517 neighbors, +1202 orbits, total 1187110, expanded 31991
tight=64: 2371 neighbors, +864 orbits, total 1187974, expanded 31992
tight=61: 1144 neighbors, +395 orbits, total 1188369, expanded 31993
tight=69: 2962 neighbors, +1044 orbits, total 1189413, expanded 31994
tight=60: 3312 neighbors, +468 orbits, total 1189881, expanded 31995
tight=69: 371 neighbors, +21 orbits, total 1189902, expanded 31996
tight=34: 53 neighbors, +0 orbits, total 1189902, expanded 31997
tight=35: 159 neighbors, +2 orbits, total 1189904, expanded 31998
tight=35: 44 neighbors, +0 orbits, total 1189904, expanded 31999
tight=35: 35 neighbors, +0 orbits, total 1189904, expanded 32000
tight=35: 35 neighbors, +0 orbits, total 1189904, expanded 32001
tight=106: 221 neighbors, +25 orbits, total 1189929, expanded 32002
tight=35: 41 neighbors, +2 orbits, total 1189931, expanded 32003
tight=36: 59 neighbors, +0 orbits, total 1189931, expanded 32004
tight=67: 1644 neighbors, +448 orbits, total 1190379, expanded 32005
tight=36: 93 neighbors, +6 orbits, total 1190385, expanded 32006
tight=55: 8679 neighbors, +5585 orbits, total 1195970, expanded 32007
tight=36: 52 neighbors, +0 orbits, total 1195970, expanded 32008
tight=35: 131 neighbors, +14 orbits, total 1195984, expanded 32009
tight=37: 127 neighbors, +0 orbits, total 1195984, expanded 32010
tight=37: 130 neighbors, +5 orbits, total 1195989, expanded 32011
tight=37: 134 neighbors, +0 orbits, total 1195989, expanded 32012
tight=36: 132 neighbors, +35 orbits, total 1196024, expanded 32013
tight=37: 43 neighbors, +1 orbits, total 1196025, expanded 32014
tight=37: 37 neighbors, +0 orbits, total 1196025, expanded 32015
tight=37: 154 neighbors, +5 orbits, total 1196030, expanded 32016
tight=38: 51 neighbors, +9 orbits, total 1196039, expanded 32017
tight=38: 78 neighbors, +15 orbits, total 1196054, expanded 32018
tight=37: 154 neighbors, +6 orbits, total 1196060, expanded 32019
tight=38: 47 neighbors, +3 orbits, total 1196063, expanded 32020
tight=38: 79 neighbors, +11 orbits, total 1196074, expanded 32021
tight=37: 155 neighbors, +6 orbits, total 1196080, expanded 32022
tight=38: 135 neighbors, +25 orbits, total 1196105, expanded 32023
tight=38: 72 neighbors, +8 orbits, total 1196113, expanded 32024
tight=38: 72 neighbors, +5 orbits, total 1196118, expanded 32025
tight=60: 2525 neighbors, +608 orbits, total 1196726, expanded 32026
tight=39: 115 neighbors, +16 orbits, total 1196742, expanded 32027
tight=39: 104 neighbors, +14 orbits, total 1196756, expanded 32028
tight=39: 183 neighbors, +42 orbits, total 1196798, expanded 32029
tight=39: 59 neighbors, +20 orbits, total 1196818, expanded 32030
tight=39: 56 neighbors, +4 orbits, total 1196822, expanded 32031
tight=39: 254 neighbors, +13 orbits, total 1196835, expanded 32032
tight=40: 47 neighbors, +1 orbits, total 1196836, expanded 32033
tight=40: 41 neighbors, +1 orbits, total 1196837, expanded 32034
tight=38: 389 neighbors, +89 orbits, total 1196926, expanded 32035
tight=40: 87 neighbors, +17 orbits, total 1196943, expanded 32036
tight=40: 227 neighbors, +46 orbits, total 1196989, expanded 32037
tight=41: 150 neighbors, +3 orbits, total 1196992, expanded 32038
tight=41: 110 neighbors, +10 orbits, total 1197002, expanded 32039
tight=39: 370 neighbors, +63 orbits, total 1197065, expanded 32040
tight=40: 461 neighbors, +82 orbits, total 1197147, expanded 32041
tight=41: 52 neighbors, +10 orbits, total 1197157, expanded 32042
tight=41: 87 neighbors, +25 orbits, total 1197182, expanded 32043
tight=41: 417 neighbors, +107 orbits, total 1197289, expanded 32044
tight=41: 45 neighbors, +2 orbits, total 1197291, expanded 32045
tight=41: 167 neighbors, +2 orbits, total 1197293, expanded 32046
tight=42: 49 neighbors, +2 orbits, total 1197295, expanded 32047
tight=41: 349 neighbors, +19 orbits, total 1197314, expanded 32048
tight=42: 131 neighbors, +45 orbits, total 1197359, expanded 32049
tight=42: 114 neighbors, +33 orbits, total 1197392, expanded 32050
tight=87: 496 neighbors, +80 orbits, total 1197472, expanded 32051
tight=42: 63 neighbors, +1 orbits, total 1197473, expanded 32052
tight=42: 85 neighbors, +14 orbits, total 1197487, expanded 32053
tight=69: 2310 neighbors, +650 orbits, total 1198137, expanded 32054
tight=42: 228 neighbors, +73 orbits, total 1198210, expanded 32055
tight=41: 395 neighbors, +97 orbits, total 1198307, expanded 32056
tight=41: 411 neighbors, +11 orbits, total 1198318, expanded 32057
tight=42: 231 neighbors, +72 orbits, total 1198390, expanded 32058
tight=42: 68 neighbors, +4 orbits, total 1198394, expanded 32059
tight=75: 574 neighbors, +174 orbits, total 1198568, expanded 32060
tight=42: 76 neighbors, +2 orbits, total 1198570, expanded 32061
tight=42: 112 neighbors, +20 orbits, total 1198590, expanded 32062
tight=43: 56 neighbors, +3 orbits, total 1198593, expanded 32063
tight=43: 61 neighbors, +3 orbits, total 1198596, expanded 32064
tight=42: 209 neighbors, +67 orbits, total 1198663, expanded 32065
tight=43: 117 neighbors, +54 orbits, total 1198717, expanded 32066
tight=43: 270 neighbors, +38 orbits, total 1198755, expanded 32067
tight=63: 2619 neighbors, +941 orbits, total 1199696, expanded 32068
tight=43: 53 neighbors, +5 orbits, total 1199701, expanded 32069
tight=43: 421 neighbors, +36 orbits, total 1199737, expanded 32070
tight=44: 137 neighbors, +5 orbits, total 1199742, expanded 32071
tight=43: 517 neighbors, +130 orbits, total 1199872, expanded 32072
tight=44: 177 neighbors, +44 orbits, total 1199916, expanded 32073
tight=43: 356 neighbors, +43 orbits, total 1199959, expanded 32074
tight=43: 307 neighbors, +87 orbits, total 1200046, expanded 32075
tight=44: 84 neighbors, +20 orbits, total 1200066, expanded 32076
tight=44: 64 neighbors, +0 orbits, total 1200066, expanded 32077
tight=44: 48 neighbors, +0 orbits, total 1200066, expanded 32078
tight=43: 709 neighbors, +91 orbits, total 1200157, expanded 32079
tight=44: 110 neighbors, +31 orbits, total 1200188, expanded 32080
tight=72: 979 neighbors, +555 orbits, total 1200743, expanded 32081
tight=44: 142 neighbors, +52 orbits, total 1200795, expanded 32082
tight=45: 455 neighbors, +49 orbits, total 1200844, expanded 32083
tight=43: 840 neighbors, +198 orbits, total 1201042, expanded 32084
tight=45: 196 neighbors, +38 orbits, total 1201080, expanded 32085
tight=45: 53 neighbors, +3 orbits, total 1201083, expanded 32086
tight=45: 199 neighbors, +49 orbits, total 1201132, expanded 32087
tight=45: 62 neighbors, +10 orbits, total 1201142, expanded 32088
tight=44: 415 neighbors, +82 orbits, total 1201224, expanded 32089
tight=43: 1100 neighbors, +274 orbits, total 1201498, expanded 32090
tight=45: 273 neighbors, +65 orbits, total 1201563, expanded 32091
tight=45: 135 neighbors, +58 orbits, total 1201621, expanded 32092
tight=45: 331 neighbors, +91 orbits, total 1201712, expanded 32093
tight=45: 98 neighbors, +11 orbits, total 1201723, expanded 32094
tight=45: 634 neighbors, +25 orbits, total 1201748, expanded 32095
tight=78: 2200 neighbors, +1413 orbits, total 1203161, expanded 32096
tight=45: 428 neighbors, +154 orbits, total 1203315, expanded 32097
tight=45: 301 neighbors, +109 orbits, total 1203424, expanded 32098
tight=59: 3165 neighbors, +146 orbits, total 1203570, expanded 32099
tight=45: 394 neighbors, +115 orbits, total 1203685, expanded 32100
tight=46: 223 neighbors, +15 orbits, total 1203700, expanded 32101
tight=46: 96 neighbors, +10 orbits, total 1203710, expanded 32102
tight=45: 1393 neighbors, +163 orbits, total 1203873, expanded 32103
tight=46: 177 neighbors, +14 orbits, total 1203887, expanded 32104
tight=46: 89 neighbors, +27 orbits, total 1203914, expanded 32105
tight=46: 70 neighbors, +8 orbits, total 1203922, expanded 32106
tight=46: 429 neighbors, +50 orbits, total 1203972, expanded 32107
tight=42: 1597 neighbors, +613 orbits, total 1204585, expanded 32108
tight=78: 197 neighbors, +64 orbits, total 1204649, expanded 32109
tight=46: 184 neighbors, +26 orbits, total 1204675, expanded 32110
tight=46: 125 neighbors, +42 orbits, total 1204717, expanded 32111
tight=73: 2343 neighbors, +635 orbits, total 1205352, expanded 32112
tight=46: 971 neighbors, +100 orbits, total 1205452, expanded 32113
tight=46: 90 neighbors, +32 orbits, total 1205484, expanded 32114
tight=44: 1586 neighbors, +413 orbits, total 1205897, expanded 32115
tight=47: 122 neighbors, +17 orbits, total 1205914, expanded 32116
tight=46: 249 neighbors, +58 orbits, total 1205972, expanded 32117
tight=46: 298 neighbors, +115 orbits, total 1206087, expanded 32118
tight=47: 218 neighbors, +19 orbits, total 1206106, expanded 32119
tight=47: 399 neighbors, +66 orbits, total 1206172, expanded 32120
tight=47: 210 neighbors, +16 orbits, total 1206188, expanded 32121
tight=47: 61 neighbors, +5 orbits, total 1206193, expanded 32122
tight=47: 294 neighbors, +58 orbits, total 1206251, expanded 32123
tight=45: 901 neighbors, +123 orbits, total 1206374, expanded 32124
tight=47: 109 neighbors, +1 orbits, total 1206375, expanded 32125
tight=47: 287 neighbors, +81 orbits, total 1206456, expanded 32126
tight=47: 50 neighbors, +0 orbits, total 1206456, expanded 32127
tight=47: 70 neighbors, +6 orbits, total 1206462, expanded 32128
tight=47: 331 neighbors, +39 orbits, total 1206501, expanded 32129
tight=47: 54 neighbors, +0 orbits, total 1206501, expanded 32130
tight=47: 76 neighbors, +18 orbits, total 1206519, expanded 32131
tight=47: 94 neighbors, +16 orbits, total 1206535, expanded 32132
tight=88: 479 neighbors, +259 orbits, total 1206794, expanded 32133
tight=47: 56 neighbors, +1 orbits, total 1206795, expanded 32134
tight=68: 2865 neighbors, +1480 orbits, total 1208275, expanded 32135
tight=47: 222 neighbors, +45 orbits, total 1208320, expanded 32136
tight=47: 273 neighbors, +119 orbits, total 1208439, expanded 32137
tight=81: 364 neighbors, +132 orbits, total 1208571, expanded 32138
tight=46: 603 neighbors, +380 orbits, total 1208951, expanded 32139
tight=47: 654 neighbors, +121 orbits, total 1209072, expanded 32140
tight=48: 106 neighbors, +32 orbits, total 1209104, expanded 32141
